Model Number,Manufacturer Brand Name,Product Category,Product Sub-Category,Lowe's Item Number,Lowe's Item Description,Link to sample image,SOS? (Y/N),SOS UPC Number,MAP Value,Qty,Ext. MAP Value,Condition
wrf535swhz,Whirlpool,0,French Door Refrigerators,753010,WP REF FD WRF535SWHZ 25.20 CF,http://images.lowes.com/product/converted/883049/883049442068.jpg,,,1699,1,1699,Refurbished
gse25hmhes,GE,REFRIGERATORS,Side-by-Side Refrigerators,623763,25.4-cu ft Side-by-Side Refrigerator with Single Ice Maker (Slate) ENERGY STAR,http://images.lowes.com/product/converted/084691/084691261049.jpg,,,1599,1,1599,Refurbished
rs25j500dsg,Samsung,REFRIGERATORS,Side-by-Side Refrigerators,730752,24.5-cu ft Side-by-Side Refrigerator with Single Ice Maker (Black Stainless Steel),http://images.lowes.com/product/converted/887276/887276179285.jpg,,,1499,1,1499,Refurbished
lsxs26326s,LG,REFRIGERATORS,Side-by-Side Refrigerators,618013,26.2-cu ft Side-by-Side Refrigerator with Single Ice Maker (Stainless Steel),http://images.lowes.com/product/converted/048231/048231786324.jpg,,,1499,1,1499,Refurbished
fghs2631pf,Frigidaire,REFRIGERATORS,Side-by-Side Refrigerators,488404,Gallery 26-cu ft Side-by-Side Refrigerator with Single Ice Maker (Smudge-Proof Stainless Steel) ENERGY STAR,http://images.lowes.com/product/converted/012505/012505636578.jpg,,,1299,1,1299,Refurbished
nx58h5600ss,Samsung,FREESTANDING RANGES,Freestanding Gas Ranges,617237,5-Burner Freestanding 5.8-cu ft Convection Gas Range (Stainless Steel) (Common: 30-in; Actual: 29.8125-in),http://images.lowes.com/product/converted/887276/887276977423.jpg,,,1099,1,1099,Refurbished
nx58f5500ss,Samsung,FREESTANDING RANGES,Freestanding Gas Ranges,496653,5-Burner Freestanding 5.8-cu ft Self-Cleaning Gas Range (Stainless Steel) (Common: 30-in; Actual: 29-in),http://images.lowes.com/product/converted/887276/887276982632.jpg,,,999,1,999,Refurbished
lfss2612tf,Frigidaire,Side-by-Side Refrigerators,Side-by-Side Refrigerators,852869,FR 25.5-CU FT LFSS2612TF(-488403,http://images.lowes.com/product/converted/012505/012505645839.jpg,,,999,1,999,Refurbished
lfss2312tf,Frigidaire,Side-by-Side Refrigerators,Side-by-Side Refrigerators,852866,FR 22.07-CU FT LFSS2312TF(-488402,http://images.lowes.com/product/converted/012505/012505645778.jpg,,,999,1,999,Refurbished
lfss2612te,Frigidaire,Side-by-Side Refrigerators,Side-by-Side Refrigerators,852868,FR 25.5-CU FT LFSS2612TE(-153878,http://images.lowes.com/product/converted/012505/012505645815.jpg,,,899,1,899,Refurbished
fftr1821td,Frigidaire,Top-Freezer Refrigerators,Top-Freezer Refrigerators,852889,FR 18-CU FT TM FFTR1821TD,http://images.lowes.com/product/converted/012505/012505644573.jpg,,,829,1,829,Refurbished
fffu21m1qw,Frigidaire,FREEZERS,Upright Freezers,637400,20.9-cu ft Upright Freezer (White),http://images.lowes.com/product/converted/012505/012505229206.jpg,,,779,1,779,Refurbished
lftr1832tf,Frigidaire,Top-Freezer Refrigerators,Top-Freezer Refrigerators,852892,FR 18-CU FT TM LFTR1832TF(-623745,http://images.lowes.com/product/converted/012505/012505643682.jpg,,,779,1,779,Refurbished
jgbs66rekss,GE,FREESTANDING RANGES,Freestanding Gas Ranges,784515,5-Burner Freestanding 5-cu ft Gas Range (Stainless Steel) (Common: 30-in; Actual: 30-in),http://images.lowes.com/product/converted/084691/084691817963.jpg,,,749,1,749,Refurbished
wrt318fzdm,Whirlpool,REFRIGERATORS,Top-Freezer Refrigerators,623782,18.2-cu ft Top-Freezer Refrigerator (Monochromatic Stainless Steel),http://images.lowes.com/product/converted/883049/883049339016.jpg,,,749,1,749,Refurbished
wfe515s0es,Whirlpool,FREESTANDING RANGES,Freestanding Electric Ranges,683187,Smooth Surface Freestanding 4-Element 5.3-cu ft Self-Cleaning Electric Range (Black-On-Stainless) (Common: 30-in; Actual: 29.875-in),http://images.lowes.com/product/converted/883049/883049355962.jpg,,,699,1,699,Refurbished
lfht1831qp,Frigidaire,REFRIGERATORS,Top-Freezer Refrigerators,623743,18-cu ft Top-Freezer Refrigerator (White) ENERGY STAR,http://images.lowes.com/product/converted/012505/012505641053.jpg,,,698,1,698,Refurbished
wzf34x16dw,Whirlpool,FREEZERS,Upright Freezers,637398,15.7-cu ft Frost-Free Upright Freezer (White),http://images.lowes.com/product/converted/883049/883049341613.jpg,,,599,1,599,Refurbished
dw80j3020us,Samsung,DISHWASHERS,Built-In Dishwashers,668411,50-Decibel Built-In Dishwasherwith Hard Food Disposer (Stainless Steel) (Common: 24-in; Actual: 23.75-in) ENERGY STAR,http://images.lowes.com/product/converted/887276/887276105529.jpg,,,599,1,599,Refurbished
wfg320m0bw,Whirlpool,FREESTANDING RANGES,Freestanding Gas Ranges,585873,Freestanding 5.1-cu ft Gas Range (White) (Common: 30-in; Actual: 29.88-in),http://images.lowes.com/product/converted/883049/883049290225.jpg,,,549,1,549,Refurbished
wrt314tfdw,Whirlpool,REFRIGERATORS,Top-Freezer Refrigerators,623777,14.3-cu ft Top-Freezer Refrigerator (White),http://images.lowes.com/product/converted/883049/883049359359.jpg,,,549,1,549,Refurbished
