Model Number,Manufacturer Brand Name,Product Category,Product Sub-Category,Lowe's Item Number,Lowe's Item Description,Link to sample image,SOS? (Y/N),MAP Value,Qty,Ext. MAP Value,Condition,Condition Comments
WFE540H0ES,Whirlpool,FREESTANDING RANGES,Freestanding Electric Ranges,683190,Smooth Surface Freestanding 5-Element 6.4-cu ft Self-Cleaning Convection Electric Range (Black-On-Stainless) (Common: 30-in; Actual: 29.875-in),http://images.lowes.com/product/converted/883049/883049356228.jpg,No,579,1,579,Scratch and Dent,Side Scratch
WRT318FZDW,Whirlpool,SOS REFRIGERATION,Top-Freezer Refrigerators,623781,29.75-in 18.2-cu ft Top-Freezer Refrigerator Optional (Sold Separately) (White),http://images.lowes.com/product/converted/883049/883049326948.jpg,No,499,1,499,Scratch and Dent,Side Dent
JB645DKWW,GE,FREESTANDING RANGES,Freestanding Electric Ranges,784508,Smooth Surface Freestanding 5.3-cu ft Self-Cleaning Electric Range (White) (Common: 30-in; Actual: 29.875-in),http://images.lowes.com/product/converted/084691/084691819318.jpg,No,499,1,499,Scratch and Dent,Side Dent
GTE16DTBB,GE,REFRIGERATORS,Top-Freezer Refrigerators,634484,15.53-cu ft Top-Freezer Refrigerator (Black) ENERGY STAR,https://mobileimages.lowes.com/product/converted/084691/084691258902.jpg,No,499,1,499,Scratch and Dent,Side Dent
WRT318FZDW,Whirlpool,SOS REFRIGERATION,Top-Freezer Refrigerators,623781,29.75-in 18.2-cu ft Top-Freezer Refrigerator Optional (Sold Separately) (White),http://images.lowes.com/product/converted/883049/883049326948.jpg,No,499,1,499,Scratch and Dent,Side Dent
LFFH17F3QW,Frigidaire,FREEZERS,Upright Freezers,643964,16.6-cu ft Frost-Free Upright Freezer (White) ENERGY STAR,http://images.lowes.com/product/converted/012505/012505218477.jpg,No,499,1,499,Scratch and Dent,Side Dent
NE59M4310SS,Samsung,FREESTANDING RANGES,Freestanding Electric Ranges,838770,Smooth Surface Freestanding 5-Element 5.9 Cu. Feet self-Cleaning Electric Range (Stainless Steel) (Common: 30-in; Actual: 29.875-in),http://images.lowes.com/product/converted/887276/887276197197.jpg,No,479,1,479,Scratch and Dent,Top Dent
WDT750SAHZ,Whirlpool,DISHWASHERS,,838387,WP DW WDT750SAHZ,http://images.lowes.com/product/converted/883049/883049431857.jpg,No,449,1,449,Scratch and Dent,Front Dent
FFTR1814TW,,REFRIGERATORS,Top-Freezer Refrigerators,852884,18-cu ft Top-Freezer Refrigerator (White),https://mobileimages.lowes.com/product/converted/012505/012505644481.jpg,No,429,1,429,Scratch and Dent,Side Dent
ME18H704SFS,Samsung,OTR MICROWAVES,Over-the-Range Microwaves,589359,1.8-cu ft Over-The-Range Microwave with Sensor Cooking Controls (Stainless Steel) (Common: 30-in; Actual: 29.87-in),http://images.lowes.com/product/converted/887276/887276689197.jpg,No,219,1,219,Scratch and Dent,Rear Dent
