Lot Number,Part Number,Manufacturer,Auction Category,Title,Condition Description,Weight,MSRP,Qty
BS18070,MWV150KW,FRIGIDAIRE,Major Appliances,"30"" Over-the-Range Microwave 1.5 CF 1000 Watt (N  ON-BRANDED)",Carton Damage - Unit OK,75.0,239.0,1.0
BS18070,MWV150KW,FRIGIDAIRE,Major Appliances,"30"" Over-the-Range Microwave 1.5 CF 1000 Watt (N  ON-BRANDED)",B class - Used Missing/Hardware,75.0,239.0,1.0
BS18070,MWV150KW,FRIGIDAIRE,Major Appliances,"30"" Over-the-Range Microwave 1.5 CF 1000 Watt (N  ON-BRANDED)",B-class - Damage Right Side,75.0,239.0,1.0
BS18070,MWV150KB,FRIGIDAIRE,Major Appliances,"30"" Over-the-Range Microwave 1.5 CF 1000 Watt (N  ON-BRANDED)",B Class- Poor Packing,60.0,239.0,1.0
BS18070,FFCM1134LB,FRIGIDAIRE,Major Appliances,1.1 CF 1100 Watt Countertop Microwave 10 Power Le vels,Carton Damage - Unit OK,58.0,238.0,2.0
BS18070,NN-SN766S,PANASONIC,Small Appliances,1.6 Cu. Ft. 1250 Watt Microwave Stainless Steel,Carton Damage - Unit OK,36.0,229.95,1.0
BS18070,NN-SN936W,PANASONIC,Small Appliances,1250W 2.2 cu ft. Sensor White Body and Door 5 B   utton Panel  One Touch,Carton Damage - Unit OK,42.0,219.95,1.0
BS18070,FFCE2278LS,FRIGIDAIRE,Major Appliances,2.2 CF 1200 Watt Countertop Microwave Multi-Stage  Sensor,B Class- Used Minor Scratches,50.0,219.0,1.0
BS18070,FFCE2278LS,FRIGIDAIRE,Major Appliances,2.2 CF 1200 Watt Countertop Microwave Multi-Stage  Sensor,B Class- Poor Packing Used,50.0,219.0,1.0
BS18070,FFCE2238LW,FRIGIDAIRE,Major Appliances,2.2 CF 1200 Watt Countertop Microwave Multi-Stage  Sensor,Carton Damage - Unit OK,50.0,209.0,1.0
BS18070,FFCE2238LW,FRIGIDAIRE,Major Appliances,2.2 CF 1200 Watt Countertop Microwave Multi-Stage  Sensor,C-class - Damage Rear No Carton,50.0,209.0,1.0
BS18070,NN-SN736B,PANASONIC,Small Appliances,1.6 Cu. Ft. 1250 Watt Black Body & Door 5 Butto   n Panel,Carton Damage - Unit OK,39.0,199.95,1.0
BS18070,FFCE1638LS,FRIGIDAIRE,Major Appliances,1.6 CF 1100 Watt Countertop Microwave Multi-Stage  Sensor,C-class - Damage Left Side No Carton,44.0,189.0,1.0
BS18070,R659YW,SHARP,Small Appliances,"2.2 cu.ft 1200W with 16"" Turntable Sensor Keep    Warm Function",C-class - Damage Rear No Carton,50.0,179.99,1.0
BS18070,R659YW,SHARP,Small Appliances,"2.2 cu.ft 1200W with 16"" Turntable Sensor Keep    Warm Function",B class - Used Packing in Poor Condition,50.0,179.99,1.0
BS18070,R659YK,SHARP,Small Appliances,"2.2 cu.ft 1200W with 16"" Tunrtable Sensor Keep    Warm Function",C class - No Carton,50.0,179.99,1.0
BS18070,R551ZS,SHARP,Small Appliances,"1.8 cu.ft 1100W with 15"" tunrtable Sensor Softe   ning function",B Class- Poor Packing,50.0,169.99,1.0
BS18070,R551ZS,SHARP,Small Appliances,"1.8 cu.ft 1100W with 15"" tunrtable Sensor Softe   ning function",B class- Used,50.0,169.99,1.0
BS18070,R551ZS,SHARP,Small Appliances,"1.8 cu.ft 1100W with 15"" tunrtable Sensor Softe   ning function",B-class - Damage Rear,50.0,169.99,1.0
BS18070,R551ZS,SHARP,Small Appliances,"1.8 cu.ft 1100W with 15"" tunrtable Sensor Softe   ning function",B-class - Damage Top Packing in Poor Condition,50.0,169.99,1.0
BS18070,R551ZS,SHARP,Small Appliances,"1.8 cu.ft 1100W with 15"" tunrtable Sensor Softe   ning function",Used Packing in Poor Condition,50.0,169.99,1.0
BS18070,R551ZS,SHARP,Small Appliances,"1.8 cu.ft 1100W with 15"" tunrtable Sensor Softe   ning function",B class - Used,50.0,169.99,1.0
BS18070,R551ZS,SHARP,Small Appliances,"1.8 cu.ft 1100W with 15"" tunrtable Sensor Softe   ning function",B-class - Damage Bottom Used,50.0,169.99,1.0
BS18070,NN-SN686S,PANASONIC,Small Appliances,1.2 Cu. Ft. 1200 Watt Stainless Front & Silver Bo dy  5 Tactile,Carton Damage - Unit OK,30.0,169.95,1.0
BS18070,FFCE1638LW,FRIGIDAIRE,Major Appliances,1.6 CF 1100 Watt Countertop Microwave Multi-Stage  Sensor,Carton Damage - Unit OK,44.0,169.0,1.0
BS18070,R520LKT,SHARP,Small Appliances,2.0 CuFt. 1200W - Black,C Class Damaged Sides. No Carton,49.0,164.99,1.0
BS18070,R559YW,SHARP,Small Appliances,"1.8 cu.ft 1100W with 15"" tunrtable Sensor Softe   ning function",C-class - Damage Top No Carton,50.0,159.99,1.0
BS18070,R559YW,SHARP,Small Appliances,"1.8 cu.ft 1100W with 15"" tunrtable Sensor Softe   ning function",B Class- Used Poor Packing,50.0,159.99,1.0
BS18070,R559YK,SHARP,Small Appliances,"1.8 cu.ft 1100W with 15"" tunrtable Sensor Softe   ning function",Used Packing in Poor Condition,50.0,159.99,1.0
BS18070,R559YW,SHARP,Small Appliances,"1.8 cu.ft 1100W with 15"" tunrtable Sensor Softe   ning function",B class - Used,50.0,159.99,1.0
BS18070,R559YW,SHARP,Small Appliances,"1.8 cu.ft 1100W with 15"" tunrtable Sensor Softe   ning function",Carton Damage - Unit OK,50.0,159.99,1.0
BS18070,NN-SN651B,PANASONIC,Small Appliances,1.2 Cu. Ft. 1200 Watt Sensor,C Class- Used Not in Original Carton,25.0,154.95,1.0
BS18070,NN-SN651W,PANASONIC,Small Appliances,1.2 Cu. Ft. 1200 Watt Sensor,B class - Used,25.0,154.95,1.0
BS18070,FFCE1439LW,FRIGIDAIRE,Major Appliances,1.4 CF 1100 Watt Countertop Microwave Multi-Stage  Sensor,B-class - Damage Right Side Used,41.0,149.0,1.0
BS18070,FFCE1439LW,FRIGIDAIRE,Major Appliances,1.4 CF 1100 Watt Countertop Microwave Multi-Stage  Sensor,B class- Used,41.0,149.0,1.0
BS18070,FFCE1439LW,FRIGIDAIRE,Major Appliances,1.4 CF 1100 Watt Countertop Microwave Multi-Stage  Sensor,B Class- Damage Top Left Right Sides,41.0,149.0,1.0
BS18070,R451ZS,SHARP,Small Appliances,"1.3 Cu Ft 1000w microwave w/ 12.75"" turntable Sen sor",B-class - Damage Top,41.0,139.99,1.0
BS18070,R459YK,SHARP,Small Appliances,"1.3 Cu Ft 1000w microwave w/ 12.75"" turntable Sen sor",B-class - Damage Top Used,37.0,129.99,1.0
BS18070,R459YW,SHARP,Small Appliances,"1.3 Cu Ft 1000w microwave w/ 12.75"" turntable Sen sor",B-class - Damage Rear Used,41.0,129.99,1.0
BS18070,R459YW,SHARP,Small Appliances,"1.3 Cu Ft 1000w microwave w/ 12.75"" turntable Sen sor",Carton Damage - Unit OK,41.0,129.99,1.0
BS18070,R-331ZS,SHARP,Small Appliances,"1.1 cu ft 1000w touch microwave 11.25"" turntable",B class- Used,33.0,119.99,1.0
BS18070,FFCM1134LB,FRIGIDAIRE,Major Appliances,1.1 CF 1100 Watt Countertop Microwave 10 Power Le vels,B class- Used,29.0,119.0,1.0
BS18070,FFCM1134LB,FRIGIDAIRE,Major Appliances,1.1 CF 1100 Watt Countertop Microwave 10 Power Le vels,B class - Used,29.0,119.0,1.0
BS18070,FFCM1134LB,FRIGIDAIRE,Major Appliances,1.1 CF 1100 Watt Countertop Microwave 10 Power Le vels,C-class - Damage Rear No Carton,29.0,119.0,1.0
BS18070,FFCM1134LB,FRIGIDAIRE,Major Appliances,1.1 CF 1100 Watt Countertop Microwave 10 Power Le vels,Carton Damaged in truck - unit ok,29.0,119.0,1.0
BS18070,FFCM1134LW,FRIGIDAIRE,Major Appliances,1.1 CF 1100 Watt Countertop Microwave 10 Power Le vels,Carton Damaged in truck - unit ok,29.0,119.0,1.0
BS18070,FFCM1134LW,FRIGIDAIRE,Major Appliances,1.1 CF 1100 Watt Countertop Microwave 10 Power Le vels,C-class - Damage Left Front Used,29.0,119.0,1.0
BS18070,FFCM1134LW,FRIGIDAIRE,Major Appliances,1.1 CF 1100 Watt Countertop Microwave 10 Power Le vels,C-class - Damage Left Side Damage Front                         Packing in Poor Condition,29.0,119.0,1.0
BS18070,R-309YW,SHARP,Small Appliances,"1.1 cu ft 1000w touch microwave 11.25"" turntable",B-Class - Used,35.0,109.99,1.0
BS18070,R-309YW,SHARP,Small Appliances,"1.1 cu ft 1000w touch microwave 11.25"" turntable",C Class- No Carton,35.0,109.99,1.0
BS18070,R-309YV,SHARP,Small Appliances,"1.1 cu ft 1000w touch microwave 11.25"" turntable",B Class- Used Poor Packing,35.0,109.99,1.0
BS18070,R-309YW,SHARP,Small Appliances,"1.1 cu ft 1000w touch microwave 11.25"" turntable",Carton Damage - Unit OK,35.0,109.99,1.0
BS18070,R-309YK,SHARP,Small Appliances,"1.1 cu ft 1000w touch microwave 11.25"" turntable",Carton Damage - Unit OK,35.0,109.99,1.0
BS18070,FFCM0934LS,FRIGIDAIRE,Major Appliances,0.9 CF 900 Watt Countertop Microwave 10 Power Lev els,B class - Used,50.0,109.0,1.0
BS18070,FFCM0934LS,FRIGIDAIRE,Major Appliances,0.9 CF 900 Watt Countertop Microwave 10 Power Lev els,B-class - Damage Rear Left Side,50.0,109.0,1.0
BS18070,FFCM0934LS,FRIGIDAIRE,Major Appliances,0.9 CF 900 Watt Countertop Microwave 10 Power Lev els,C Class- Used,50.0,109.0,1.0
BS18070,FFCM0934LS,FRIGIDAIRE,Major Appliances,0.9 CF 900 Watt Countertop Microwave 10 Power Lev els,B-class - Damage Rear- Damage Top Used,50.0,109.0,1.0
BS18070,FFCM0734LS,FRIGIDAIRE,Major Appliances,0.7 CF 700 Watt Countertop Microwave 10 Power Lev els,Carton Damage - Unit OK,50.0,99.0,1.0
BS18070,FFCM0934LW,FRIGIDAIRE,Major Appliances,0.9 CF 900 Watt Countertop Microwave 10 Power Lev els,B-class - Damage Right Side Used,31.0,99.0,1.0
BS18070,FFCM0724LW,FRIGIDAIRE,Major Appliances,0.7 CF 700 Watt Countertop Microwave 10 Power Lev els,Carton Damage - Unit OK,50.0,89.0,1.0
BS18070,FFCM0724LB,FRIGIDAIRE,Major Appliances,0.7 CF 700 Watt Countertop Microwave 10 Power Lev els,C Class- Missing Plate,24.0,89.0,1.0
BS18070,FFCM0724LW,FRIGIDAIRE,Major Appliances,0.7 CF 700 Watt Countertop Microwave 10 Power Lev els,B-class - Damage Top Used Packing in Poor Condit  ion,50.0,89.0,1.0
BS18070,DMW7700BLDB,DANBY,Small Appliances,700W Microwave 0.7Cu.Ft 10 power levels Oval doo  r design,Carton Damage - Unit OK,27.0,79.99,1.0
BS18070,DMW7700BLDB,DANBY,Small Appliances,700W Microwave 0.7Cu.Ft 10 power levels Oval doo  r design,B-class - Damage Top,27.0,79.99,1.0
,,,,,,5703.0,24654.920000000013,116.0
