Lot Number,Part Number,Manufacturer,Auction Category,Title,Condition Description,Weight,MSRP,Qty
BS17840,HL10CESWG,HONEYWELL,Seasonal,10000 BTU Portable A/C Two-Tone Body Style,C class - Missing/Hardware,71.0,449.99,1.0
BS17840,HL10CESWK,HONEYWELL,Seasonal,10000 BTU Portable A/C Two-Tone Body Style,C-class - Damage Bottom Packing in Poor Condition,71.0,449.99,1.0
BS17840,MN10CESWW,HONEYWELL,Seasonal,10000 BTU Portable A/C,C Class- Missing Accessories Poor Packing,52.0,449.99,1.0
BS17840,HL10CESWW,HONEYWELL,Seasonal,10000 BTU Portable A/C Two-Tone Body Style,C class - Missing/Hardware,71.0,449.99,1.0
BS17840,HL10CESWK,HONEYWELL,Seasonal,10000 BTU Portable A/C Two-Tone Body Style,B-class - Damage Bottom Packing in Poor Condition,71.0,449.99,1.0
BS17840,MN10CES,HONEYWELL,Seasonal,10000 BTU Portable A/C,C Class- Broken Accessories,75.0,449.99,1.0
BS17840,HL10CESWK,HONEYWELL,Seasonal,10000 BTU Portable A/C Two-Tone Body Style,C Class- Missing Accessories,71.0,449.99,1.0
BS17840,HL10CESWK,HONEYWELL,Seasonal,10000 BTU Portable A/C Two-Tone Body Style,C Class- Broken Accessories,71.0,449.99,1.0
BS17840,HL10CESWK,HONEYWELL,Seasonal,10000 BTU Portable A/C Two-Tone Body Style,C class - No Carton,71.0,449.99,1.0
BS17840,HL10CESWK,HONEYWELL,Seasonal,10000 BTU Portable A/C Two-Tone Body Style,C CLASS - Used Missing/Hardware,71.0,449.99,1.0
BS17840,HL10CESWK,HONEYWELL,Seasonal,10000 BTU Portable A/C Two-Tone Body Style,C class - Broken peices,71.0,449.99,1.0
BS17840,HL10CESWK,HONEYWELL,Seasonal,10000 BTU Portable A/C Two-Tone Body Style,C-class - Damage Top Used Packing in Poor Condit  ion,71.0,449.99,1.0
BS17840,HL10CESWK,HONEYWELL,Seasonal,10000 BTU Portable A/C Two-Tone Body Style,C-Class - Used damged acces,71.0,449.99,1.0
BS17840,HL10CESWW,HONEYWELL,Seasonal,10000 BTU Portable A/C Two-Tone Body Style,C Class- No Carton,71.0,449.99,1.0
BS17840,HL10CESWW,HONEYWELL,Seasonal,10000 BTU Portable A/C Two-Tone Body Style,B class - Used Packing in Poor Condition,71.0,449.99,1.0
BS17840,MN10CESWW,HONEYWELL,Seasonal,10000 BTU Portable A/C,B Class- Used Poor Packing,52.0,449.99,1.0
BS17840,LW1215ER,LG,Seasonal,12000 BTU Electronic AC with Remote,C class - No Carton,92.0,399.99,1.0
BS17840,LW1216ER,LG,Seasonal,12000 BTU Electronic AC with Remote - 2016 EStar,C class - No Carton,90.0,399.99,1.0
BS17840,MF08CESWW,HONEYWELL,Seasonal,8000 BTU Portable A/C,C Class- Missing Remote Poor Packing,63.0,399.99,1.0
BS17840,MF08CESWW,HONEYWELL,Seasonal,8000 BTU Portable A/C,C-class - Damage Bottom Missing/Hardware,63.0,399.99,1.0
BS17840,MF08CESBB,HONEYWELL,Seasonal,8000 BTU Portable A/C,C-Class - No Carton,63.0,399.99,1.0
BS17840,MF08CESBB,HONEYWELL,Seasonal,8000 BTU Portable A/C,C class - No Carton,63.0,399.99,1.0
BS17840,MP08CESWW,HONEYWELL,Seasonal,8000 BTU Portable A/C - Front Grille Body Design,B-class - Damage Bottom Used,60.0,399.99,1.0
BS17840,MP08CESWW,HONEYWELL,Seasonal,8000 BTU Portable A/C - Front Grille Body Design,Carton Damage - Unit OK,60.0,399.99,1.0
BS17840,LP1015WSR,LG,Seasonal,10000 BTU Portable Air Conditioner,C class - No Carton,69.0,379.99,1.0
BS17840,LP1015WSR,LG,Seasonal,10000 BTU Portable Air Conditioner,C-class - Damage Right Side,69.0,379.99,1.0
BS17840,LP0814WNR,LG,Seasonal,8000 BTU Portable Air Conditioner,C Class Poor Packing Missing Accessories,59.0,349.99,1.0
BS17840,LW1015ER,LG,Seasonal,10000 BTU Electronic AC with Remote,C Class No Accessories Not in Original Carton,73.0,349.99,1.0
BS17840,LP0814WNR,LG,Seasonal,8000 BTU Portable Air Conditioner,C-class - Damage Bottom Not in Original Carton M  issing/Manual Missing/Remote,59.0,349.99,1.0
BS17840,LP0814WNR,LG,Seasonal,8000 BTU Portable Air Conditioner,C Class- Used Missing Remote,59.0,349.99,1.0
BS17840,LP0814WNR,LG,Seasonal,8000 BTU Portable Air Conditioner,C Class Poor Packing Missing Accessories,59.0,349.99,1.0
BS17840,UD701KOG1,LG,Seasonal,70 Pint Dehumidifier,c-class used,52.0,329.99,1.0
,,,,,,11124.0,75319.50000000001,143.0
